account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,current_mrr,current_arr,is_trial,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,tenure_days,churn_target
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Enterprise,15.0,2985.0,35820.0,False,379,7.0,3.3333333333333335,0.14285714285714285,False,False,388,1
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Basic,23.0,437.0,5244.0,False,490,5.0,4.0,0.0,True,False,459,1
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Enterprise,3.0,597.0,7164.0,False,414,4.0,3.5,0.0,False,True,401,0
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Pro,18.0,882.0,10584.0,False,144,2.0,4.0,0.0,False,False,37,1
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,60.0,2940.0,35280.0,False,357,6.0,3.3333333333333335,0.16666666666666666,True,True,382,0
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Basic,28.0,532.0,6384.0,False,308,3.0,3.0,0.0,False,False,144,0
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7.0,133.0,1596.0,False,613,5.0,4.0,0.0,True,False,50,0
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Pro,35.0,1715.0,20580.0,False,722,2.0,,0.0,True,False,588,0
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,,,,,,340,2.0,3.5,0.0,0,0,17,1
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Basic,8.0,152.0,1824.0,False,522,1.0,5.0,0.0,True,False,382,0
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Pro,92.0,4508.0,54096.0,False,612,2.0,4.0,0.0,False,False,187,0
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Enterprise,44.0,8756.0,105072.0,False,604,3.0,4.0,0.0,True,False,336,1
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Basic,18.0,342.0,4104.0,False,494,5.0,3.6666666666666665,0.0,True,False,503,0
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Enterprise,17.0,3383.0,40596.0,False,408,3.0,3.0,0.0,False,False,125,0
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67.0,1273.0,15276.0,False,259,2.0,4.5,0.0,True,True,336,0
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Basic,55.0,1045.0,12540.0,False,638,1.0,3.0,0.0,True,False,494,1
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Enterprise,27.0,5373.0,64476.0,False,410,2.0,4.0,0.0,False,True,264,0
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Pro,13.0,637.0,7644.0,False,227,4.0,4.5,0.0,False,True,89,1
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,8.0,392.0,4704.0,False,723,3.0,3.0,0.0,False,False,248,1
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Basic,21.0,399.0,4788.0,False,341,2.0,3.5,0.0,True,False,613,0
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Basic,41.0,779.0,9348.0,False,547,5.0,3.6666666666666665,0.0,False,False,14,1
A-331424,Company_246,DevTools,US,2023-11-06,organic,Enterprise,11.0,2189.0,26268.0,False,194,2.0,,0.0,False,False,329,0
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,18.0,3582.0,42984.0,False,273,3.0,5.0,0.3333333333333333,True,True,327,0
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Basic,6.0,114.0,1368.0,False,477,4.0,4.0,0.25,False,False,500,1
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Enterprise,28.0,5572.0,66864.0,False,363,4.0,3.25,0.0,True,False,37,0
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,,,,,,371,3.0,5.0,0.0,0,0,8,0
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,45.0,8955.0,107460.0,False,612,5.0,3.0,0.0,True,False,267,0
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,6.0,1194.0,14328.0,False,400,2.0,4.0,0.0,False,False,513,0
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8.0,152.0,1824.0,False,455,8.0,4.0,0.0,False,False,389,0
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Basic,37.0,703.0,8436.0,False,553,2.0,4.0,0.0,False,False,71,0
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Pro,33.0,1617.0,19404.0,False,613,3.0,4.0,0.0,True,True,487,0
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,27.0,5373.0,64476.0,False,597,4.0,4.0,0.25,False,True,85,0
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Pro,52.0,2548.0,30576.0,False,305,2.0,3.5,0.0,False,True,612,0
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Pro,8.0,392.0,4704.0,False,528,3.0,5.0,0.3333333333333333,True,True,307,0
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Basic,38.0,722.0,8664.0,False,336,2.0,3.0,0.0,False,False,207,0
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Basic,58.0,1102.0,13224.0,False,372,5.0,3.4,0.2,True,False,179,0
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,,,,,,179,6.0,4.333333333333333,0.0,False,False,123,1
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Enterprise,23.0,4577.0,54924.0,False,539,4.0,3.6666666666666665,0.0,False,False,148,0
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Basic,33.0,627.0,7524.0,False,552,1.0,4.0,0.0,False,False,16,0
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83.0,16517.0,198204.0,False,369,2.0,4.0,0.0,True,False,27,0
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50.0,9950.0,119400.0,False,406,2.0,4.0,0.0,False,False,198,0
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8.0,392.0,4704.0,False,489,4.0,4.5,0.0,False,True,176,0
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Basic,8.0,152.0,1824.0,False,259,3.0,4.0,0.0,False,True,213,1
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50.0,950.0,11400.0,False,375,3.0,4.5,0.0,False,False,377,0
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,52.0,10348.0,124176.0,False,346,3.0,5.0,0.0,False,False,545,0
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Basic,12.0,228.0,2736.0,False,414,5.0,4.0,0.0,False,True,257,0
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Basic,30.0,570.0,6840.0,False,603,4.0,3.75,0.25,False,False,63,1
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Basic,36.0,684.0,8208.0,False,524,8.0,4.4,0.0,False,False,24,0
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Enterprise,64.0,12736.0,152832.0,False,478,6.0,4.4,0.0,True,True,421,0
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Basic,2.0,38.0,456.0,False,346,4.0,3.0,0.0,True,False,280,1
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Basic,44.0,836.0,10032.0,False,672,3.0,,0.0,False,True,407,0
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Enterprise,14.0,0.0,0.0,True,650,4.0,4.333333333333333,0.0,True,False,454,0
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Basic,34.0,646.0,7752.0,False,243,8.0,4.166666666666667,0.0,False,False,279,0
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Enterprise,10.0,1990.0,23880.0,False,426,2.0,4.0,0.0,False,False,95,0
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Basic,6.0,114.0,1368.0,False,550,4.0,5.0,0.0,False,True,477,1
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9.0,0.0,0.0,True,432,4.0,3.0,0.0,False,False,28,0
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Basic,33.0,627.0,7524.0,False,251,2.0,4.0,0.0,False,False,6,1
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5.0,245.0,2940.0,False,683,3.0,,0.0,True,True,359,1
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,28.0,1372.0,16464.0,False,127,3.0,4.5,0.0,False,False,198,0
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,12.0,2388.0,28656.0,False,596,1.0,4.0,0.0,False,False,99,1
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Enterprise,9.0,1791.0,21492.0,False,108,6.0,4.75,0.0,True,False,582,0
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,56.0,2744.0,32928.0,False,167,1.0,,0.0,False,False,377,0
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Basic,22.0,418.0,5016.0,False,425,2.0,4.0,0.0,True,False,198,0
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Enterprise,59.0,11741.0,140892.0,False,387,5.0,3.5,0.0,True,False,403,0
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Pro,68.0,3332.0,39984.0,False,546,4.0,4.0,0.0,False,False,232,0
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Basic,17.0,323.0,3876.0,False,427,4.0,3.0,0.0,True,False,318,0
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,26.0,1274.0,15288.0,False,591,2.0,5.0,0.5,True,False,306,0
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11.0,539.0,6468.0,False,354,4.0,4.666666666666667,0.0,True,False,192,0
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Enterprise,28.0,5572.0,66864.0,False,462,4.0,4.0,0.0,True,False,321,0
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Enterprise,13.0,0.0,0.0,True,756,7.0,4.5,0.14285714285714285,False,False,116,0
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11.0,539.0,6468.0,False,397,5.0,4.0,0.0,False,False,279,1
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Pro,15.0,735.0,8820.0,False,755,2.0,,0.0,True,False,436,0
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Basic,73.0,1387.0,16644.0,False,129,3.0,3.0,0.0,True,False,179,0
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Enterprise,50.0,9950.0,119400.0,False,535,5.0,4.0,0.2,False,False,186,0
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Enterprise,22.0,4378.0,52536.0,False,416,9.0,3.8,0.0,False,False,278,1
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Enterprise,15.0,2985.0,35820.0,False,284,4.0,4.0,0.0,True,False,600,0
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21.0,0.0,0.0,True,317,7.0,4.333333333333333,0.0,True,False,165,1
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,16.0,3184.0,38208.0,False,306,1.0,3.0,0.0,True,False,53,0
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Basic,28.0,532.0,6384.0,False,389,3.0,5.0,0.0,True,False,484,0
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,10.0,190.0,2280.0,False,345,2.0,3.0,0.0,False,False,552,0
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25.0,1225.0,14700.0,False,544,1.0,5.0,0.0,False,False,14,1
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12.0,2388.0,28656.0,False,361,1.0,5.0,0.0,True,True,220,1
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Basic,13.0,247.0,2964.0,False,503,2.0,5.0,0.0,True,False,297,0
A-600734,Company_327,DevTools,US,2023-11-14,organic,Basic,29.0,551.0,6612.0,False,586,7.0,3.6666666666666665,0.14285714285714285,True,False,321,0
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Enterprise,28.0,5572.0,66864.0,False,298,4.0,4.0,0.0,True,False,66,0
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Pro,32.0,1568.0,18816.0,False,466,3.0,3.5,0.0,True,False,268,0
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Pro,38.0,1862.0,22344.0,False,571,6.0,4.0,0.0,True,False,289,1
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49.0,9751.0,117012.0,False,308,4.0,4.0,0.0,True,True,559,0
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Basic,62.0,0.0,0.0,True,155,2.0,,0.0,False,False,86,0
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Enterprise,41.0,8159.0,97908.0,False,413,2.0,3.0,0.0,True,False,504,1
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,10.0,490.0,5880.0,False,457,5.0,4.25,0.2,True,False,190,1
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Pro,87.0,4263.0,51156.0,False,513,4.0,4.0,0.25,True,False,13,1
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Enterprise,24.0,4776.0,57312.0,False,521,3.0,5.0,0.0,True,False,92,0
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16.0,784.0,9408.0,False,264,4.0,5.0,0.25,True,False,262,0
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23.0,437.0,5244.0,False,301,9.0,4.6,0.0,True,False,247,0
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70.0,13930.0,167160.0,False,511,2.0,4.5,0.5,False,False,19,1
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Pro,64.0,3136.0,37632.0,False,340,3.0,3.3333333333333335,0.0,True,False,146,1
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35.0,1715.0,20580.0,False,298,5.0,4.0,0.0,True,False,110,0
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,41.0,779.0,9348.0,False,449,1.0,,0.0,False,False,178,0
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23.0,1127.0,13524.0,False,334,4.0,4.0,0.0,True,False,411,1
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,2.0,98.0,1176.0,False,638,0.0,,0.0,False,False,584,0
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,41.0,779.0,9348.0,False,518,4.0,4.0,0.0,True,True,555,0
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Basic,7.0,133.0,1596.0,False,491,1.0,3.0,1.0,True,False,345,0
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41.0,779.0,9348.0,False,417,4.0,3.25,0.0,False,False,158,0
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Basic,45.0,855.0,10260.0,False,274,4.0,3.5,0.25,False,False,376,0
A-a33200,Company_352,HealthTech,US,2024-09-15,partner,Enterprise,29.0,5771.0,69252.0,False,462,3.0,4.5,0.0,False,False,15,1
A-034368,Company_353,EdTech,US,2023-11-05,event,Basic,26.0,494.0,5928.0,False,235,5.0,4.0,0.0,False,False,330,0
A-b54c01,Company_354,DevTools,US,2024-09-29,event,,,,,,208,5.0,3.0,0.0,0,0,1,1
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Pro,26.0,1274.0,15288.0,False,596,3.0,4.333333333333333,0.0,True,True,90,0
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,14.0,686.0,8232.0,False,552,3.0,4.0,0.0,True,True,491,0
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Basic,7.0,133.0,1596.0,False,334,4.0,4.0,0.0,False,True,392,0
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87.0,17313.0,207756.0,False,709,3.0,4.0,0.0,True,False,269,0
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Enterprise,30.0,5970.0,71640.0,False,389,4.0,4.5,0.25,True,True,119,1
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Pro,42.0,2058.0,24696.0,False,399,9.0,4.0,0.0,True,False,622,0
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Basic,18.0,342.0,4104.0,False,504,5.0,3.3333333333333335,0.0,True,False,593,1
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,29.0,551.0,6612.0,False,683,3.0,4.0,0.0,True,False,163,0
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Pro,92.0,4508.0,54096.0,False,439,0.0,,0.0,True,False,170,0
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30.0,1470.0,17640.0,False,451,3.0,,0.0,False,False,596,0
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69.0,3381.0,40572.0,False,188,6.0,3.6666666666666665,0.0,True,True,82,1
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Basic,105.0,1995.0,23940.0,False,567,2.0,3.5,0.0,True,False,273,0
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Basic,60.0,1140.0,13680.0,False,756,3.0,4.0,0.0,True,False,511,0
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Enterprise,33.0,6567.0,78804.0,False,692,4.0,3.0,0.0,False,True,188,0
A-6e7827,Company_372,DevTools,US,2023-03-26,other,Enterprise,11.0,2189.0,26268.0,False,370,1.0,3.0,0.0,True,False,554,0
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,7.0,343.0,4116.0,False,255,7.0,4.0,0.0,True,False,80,0
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16.0,784.0,9408.0,False,555,5.0,4.0,0.0,True,False,202,1
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Enterprise,35.0,0.0,0.0,True,440,2.0,5.0,0.0,False,False,595,0
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Basic,22.0,418.0,5016.0,False,410,4.0,4.0,0.0,True,True,113,1
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Enterprise,16.0,3184.0,38208.0,False,233,1.0,,0.0,False,False,19,1
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Enterprise,31.0,6169.0,74028.0,False,383,4.0,3.0,0.25,True,True,184,0
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Pro,40.0,0.0,0.0,True,340,3.0,4.333333333333333,0.0,True,False,231,0
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23.0,0.0,0.0,True,386,5.0,4.5,0.0,True,False,612,1
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Pro,27.0,1323.0,15876.0,False,519,4.0,3.5,0.0,True,True,518,0
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41.0,779.0,9348.0,False,570,1.0,4.0,0.0,False,False,12,1
A-089363,Company_387,FinTech,AU,2023-05-06,event,Enterprise,10.0,1990.0,23880.0,False,545,3.0,3.6666666666666665,0.0,True,False,513,0
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Enterprise,60.0,11940.0,143280.0,False,436,5.0,3.6666666666666665,0.0,False,True,283,0
A-756192,Company_390,FinTech,IN,2023-06-11,other,Enterprise,19.0,0.0,0.0,True,560,3.0,4.0,0.0,True,False,477,0
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,14.0,686.0,8232.0,False,603,2.0,4.0,0.0,True,False,514,0
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Basic,30.0,570.0,6840.0,False,571,2.0,3.0,0.0,True,False,612,0
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,18.0,342.0,4104.0,False,472,4.0,4.0,0.0,True,False,74,1
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Pro,30.0,0.0,0.0,True,491,2.0,4.5,0.5,True,True,322,0
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55.0,1045.0,12540.0,False,794,4.0,4.0,0.0,False,False,218,0
A-69b156,Company_396,EdTech,US,2023-11-21,other,Enterprise,13.0,2587.0,31044.0,False,340,7.0,4.0,0.0,False,False,314,0
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Enterprise,17.0,3383.0,40596.0,False,654,1.0,3.0,0.0,True,False,507,0
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Enterprise,10.0,0.0,0.0,True,351,2.0,4.0,0.0,True,True,195,0
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69.0,3381.0,40572.0,False,590,4.0,4.5,0.25,False,True,108,1
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,17.0,833.0,9996.0,False,405,3.0,3.0,0.0,True,False,558,0
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Pro,25.0,1225.0,14700.0,False,590,4.0,3.6666666666666665,0.25,True,True,510,0
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,16.0,0.0,0.0,True,324,3.0,3.3333333333333335,0.0,False,False,463,0
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Enterprise,12.0,0.0,0.0,True,427,2.0,4.0,0.0,True,False,61,0
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Pro,21.0,1029.0,12348.0,False,210,2.0,4.0,0.0,True,False,592,0
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Pro,6.0,0.0,0.0,True,406,3.0,5.0,0.0,False,False,212,0
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Basic,10.0,190.0,2280.0,False,62,4.0,4.0,0.25,False,False,80,0
A-4e0e85,Company_409,DevTools,US,2023-09-08,organic,Basic,15.0,0.0,0.0,True,230,2.0,5.0,0.0,False,False,388,0
A-ad3abd,Company_410,FinTech,US,2023-03-03,event,Pro,44.0,2156.0,25872.0,False,257,2.0,3.0,0.0,False,False,577,0
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,3.0,0.0,0.0,True,408,3.0,4.666666666666667,0.0,False,False,430,0
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Basic,39.0,741.0,8892.0,False,504,5.0,4.333333333333333,0.0,True,False,312,0
A-5a92e7,Company_413,HealthTech,US,2024-06-11,ads,Pro,28.0,1372.0,16464.0,False,772,6.0,4.75,0.0,False,False,111,1
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,ads,Basic,111.0,2109.0,25308.0,False,544,4.0,4.0,0.0,True,False,513,0
A-1e50e0,Company_415,Cybersecurity,DE,2023-02-21,other,Enterprise,19.0,3781.0,45372.0,False,175,0.0,,0.0,True,False,587,0
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50.0,0.0,0.0,True,591,6.0,3.2,0.0,False,False,384,1
A-659280,Company_417,FinTech,IN,2023-11-17,event,Basic,13.0,247.0,2964.0,False,525,4.0,4.333333333333333,0.0,True,False,318,1
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23.0,437.0,5244.0,False,488,5.0,4.0,0.2,True,True,160,0
A-cb6cc6,Company_419,DevTools,US,2023-04-03,ads,Basic,13.0,247.0,2964.0,False,267,2.0,4.0,0.0,True,False,546,0
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,partner,Enterprise,10.0,1990.0,23880.0,False,245,1.0,4.0,0.0,False,True,41,0
A-d535f6,Company_421,DevTools,US,2024-09-03,organic,Enterprise,12.0,2388.0,28656.0,False,448,0.0,,0.0,False,False,27,1
A-39868b,Company_422,FinTech,AU,2024-03-17,partner,Enterprise,9.0,1791.0,21492.0,False,247,6.0,4.25,0.0,False,False,197,0
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Pro,6.0,294.0,3528.0,False,403,5.0,4.25,0.2,False,False,264,1
A-337bc1,Company_424,Cybersecurity,US,2023-07-19,organic,Pro,30.0,0.0,0.0,True,367,2.0,4.5,0.5,True,True,439,0
A-58b9ff,Company_425,DevTools,IN,2024-05-31,partner,Pro,63.0,3087.0,37044.0,False,581,2.0,4.0,0.5,False,True,122,1
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,partner,Pro,24.0,0.0,0.0,True,526,1.0,4.0,0.0,True,False,256,0
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,17.0,323.0,3876.0,False,464,2.0,5.0,0.0,True,False,435,0
A-7641d3,Company_429,EdTech,US,2023-02-16,partner,Pro,61.0,2989.0,35868.0,False,449,4.0,5.0,0.5,False,True,592,0
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,27.0,513.0,6156.0,False,760,4.0,4.5,0.0,False,False,107,1
A-c16b88,Company_431,HealthTech,US,2023-12-02,event,Enterprise,45.0,8955.0,107460.0,False,447,3.0,3.0,0.0,False,False,303,0
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Basic,3.0,0.0,0.0,True,617,3.0,4.333333333333333,0.0,True,False,332,0
A-87aa7b,Company_433,HealthTech,US,2024-05-16,organic,Enterprise,24.0,4776.0,57312.0,False,649,2.0,,0.5,True,True,137,1
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,other,Basic,11.0,0.0,0.0,True,232,5.0,3.6666666666666665,0.0,False,False,299,0
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,23.0,0.0,0.0,True,461,7.0,3.8,0.0,False,False,46,1
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45.0,0.0,0.0,True,318,5.0,4.0,0.0,False,False,147,1
A-558c72,Company_438,FinTech,US,2023-06-01,organic,Basic,77.0,1463.0,17556.0,False,246,4.0,4.5,0.25,True,False,487,1
A-b11cd0,Company_439,DevTools,US,2023-01-20,ads,Pro,26.0,1274.0,15288.0,False,259,3.0,5.0,0.0,False,False,619,0
A-7f4db3,Company_441,FinTech,US,2023-03-05,other,Enterprise,4.0,0.0,0.0,True,693,5.0,3.25,0.2,False,False,575,0
A-cc102e,Company_443,HealthTech,US,2024-04-15,partner,Enterprise,13.0,2587.0,31044.0,False,333,3.0,4.0,0.0,False,False,168,1
A-dec005,Company_445,HealthTech,US,2023-10-13,partner,Basic,21.0,399.0,4788.0,False,377,2.0,3.0,0.0,False,False,353,1
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,partner,Pro,12.0,588.0,7056.0,False,550,4.0,4.0,0.0,False,False,147,0
A-297a2d,Company_448,HealthTech,UK,2023-05-05,event,Basic,27.0,513.0,6156.0,False,223,2.0,3.0,0.0,True,False,514,0
A-4c56c9,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9.0,1791.0,21492.0,False,535,4.0,4.0,0.0,False,False,285,0
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22,partner,Pro,49.0,2401.0,28812.0,False,162,6.0,4.25,0.0,True,True,558,0
A-4a267b,Company_451,FinTech,US,2024-05-05,other,Pro,25.0,1225.0,14700.0,False,420,4.0,4.333333333333333,0.0,False,False,148,0
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46.0,0.0,0.0,True,499,7.0,4.0,0.14285714285714285,True,True,63,1
A-427b69,Company_453,FinTech,US,2024-08-23,other,Pro,17.0,0.0,0.0,True,619,2.0,3.0,0.0,False,False,38,0
