account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,current_mrr,current_arr,is_trial,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,tenure_days,churn_target,churn_probability,revenue_at_risk,churn_probability_percent,priority,recommended_action
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Basic,22.0,418.0,5016.0,False,352,5.0,4.0,0.0,False,False,108,1,0.4659375283987355,194.76188687067145,46.59375283987355,Medium,Proactive retention outreach
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,10.0,490.0,5880.0,False,457,5.0,4.25,0.2,True,False,190,1,0.3809617885466289,186.67127638784817,38.096178854662895,Medium,Proactive retention outreach
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23.0,437.0,5244.0,False,301,9.0,4.6,0.0,True,False,247,0,0.4154106824422262,181.53446822725283,41.541068244222615,Medium,Proactive retention outreach
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,8.0,392.0,4704.0,False,723,3.0,3.0,0.0,False,False,248,1,0.4593639374227221,180.07066346970709,45.936393742272216,Medium,Customer satisfaction outreach
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Basic,28.0,532.0,6384.0,False,308,3.0,3.0,0.0,False,False,144,0,0.3301071882398546,175.61702414360266,33.010718823985464,Medium,Customer satisfaction outreach
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19.0,361.0,4332.0,False,589,2.0,3.5,0.0,False,False,35,0,0.4859227514867955,175.4181132867332,48.59227514867956,Medium,Proactive retention outreach
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Basic,22.0,418.0,5016.0,False,410,4.0,4.0,0.0,True,True,113,1,0.4190185665837022,175.14976083198752,41.90185665837022,Medium,Proactive retention outreach
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8.0,392.0,4704.0,False,489,4.0,4.5,0.0,False,True,176,0,0.4428459164889978,173.59559926368715,44.28459164889978,Medium,Proactive retention outreach
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23.0,437.0,5244.0,False,488,5.0,4.0,0.2,True,True,160,0,0.3825448430204844,167.1720963999517,38.25448430204844,Medium,Proactive retention outreach
A-cc8c8f,Company_482,DevTools,US,2024-06-16,ads,Basic,23.0,437.0,5244.0,False,239,2.0,3.5,0.0,True,False,106,0,0.3745215202771853,163.66590436112998,37.45215202771853,Medium,Proactive retention outreach
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11.0,539.0,6468.0,False,354,4.0,4.666666666666667,0.0,True,False,192,0,0.3034754991976208,163.5732940675176,30.34754991976208,Medium,Proactive retention outreach
A-5f7781,Company_483,DevTools,US,2024-08-20,other,Basic,22.0,418.0,5016.0,False,169,2.0,4.0,0.0,True,False,41,1,0.3878183347765796,162.10806393661028,38.78183347765796,Medium,Product adoption outreach
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,7.0,343.0,4116.0,False,255,7.0,4.0,0.0,True,False,80,0,0.4392669432293043,150.66856152765138,43.92669432293043,Medium,Proactive retention outreach
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,16.0,304.0,3648.0,False,456,3.0,5.0,0.0,True,True,24,1,0.4869875493634848,148.04421500649937,48.69875493634848,Medium,Proactive retention outreach
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9.0,441.0,5292.0,False,468,2.0,5.0,0.0,False,True,249,1,0.31797031779463,140.22491014743184,31.797031779463005,Medium,Proactive retention outreach
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Basic,22.0,418.0,5016.0,False,425,2.0,4.0,0.0,True,False,198,0,0.3345833717998413,139.85584941233367,33.458337179984134,Medium,Proactive retention outreach
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Basic,21.0,399.0,4788.0,False,556,1.0,3.0,0.0,False,False,158,1,0.3411145527518353,136.1047065479823,34.11145527518353,Medium,Customer satisfaction outreach
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Pro,6.0,294.0,3528.0,False,455,7.0,4.0,0.0,False,True,345,0,0.4451890284817598,130.88557437363738,44.51890284817598,Medium,Proactive retention outreach
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Basic,20.0,380.0,4560.0,False,522,6.0,3.333333333333333,0.0,False,True,420,0,0.3345433841413714,127.12648597372116,33.45433841413715,Medium,Proactive retention outreach
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Basic,17.0,323.0,3876.0,False,427,4.0,3.0,0.0,True,False,318,0,0.3333110280519734,107.6594620607874,33.33110280519734,Medium,Customer satisfaction outreach
A-659280,Company_417,FinTech,IN,2023-11-17,event,Basic,13.0,247.0,2964.0,False,525,4.0,4.333333333333333,0.0,True,False,318,1,0.4013693798973782,99.13823683465245,40.136937989737824,Medium,Proactive retention outreach
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5.0,245.0,2940.0,False,683,3.0,,0.0,True,True,359,1,0.4036638005952859,98.89763114584504,40.3663800595286,Medium,Proactive retention outreach
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Pro,6.0,294.0,3528.0,False,403,5.0,4.25,0.2,False,False,264,1,0.3206518430079422,94.27164184433502,32.06518430079422,Medium,Proactive retention outreach
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Basic,12.0,228.0,2736.0,False,414,5.0,4.0,0.0,False,True,257,0,0.4001773290015835,91.24043101236104,40.01773290015835,Medium,Proactive retention outreach
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,14.0,266.0,3192.0,False,540,5.0,3.75,0.2,False,True,220,0,0.3298775448677756,87.74742693482831,32.98775448677756,Medium,Proactive retention outreach
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,9.0,171.0,2052.0,False,339,1.0,3.0,0.0,False,False,131,0,0.4724706399757438,80.7924794358522,47.24706399757439,Medium,Customer satisfaction outreach
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8.0,152.0,1824.0,False,455,8.0,4.0,0.0,False,False,389,0,0.4953155404717126,75.28796215170031,49.53155404717126,Medium,Proactive retention outreach
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Basic,10.0,190.0,2280.0,False,62,4.0,4.0,0.25,False,False,80,0,0.3906324907949416,74.22017325103891,39.06324907949417,Medium,Product adoption outreach
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,organic,Enterprise,1.0,199.0,2388.0,False,430,4.0,3.6666666666666665,0.0,False,True,329,1,0.3643312431937863,72.50191739556348,36.43312431937864,Medium,Proactive retention outreach
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Basic,7.0,133.0,1596.0,False,491,1.0,3.0,1.0,True,False,345,0,0.3522991007707418,46.85578040250866,35.22991007707418,Medium,Priority support intervention
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Basic,2.0,38.0,456.0,False,346,4.0,3.0,0.0,True,False,280,1,0.3926415980343604,14.920380725305694,39.26415980343604,Medium,Customer satisfaction outreach
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Basic,1.0,19.0,228.0,False,345,3.0,4.0,0.0,True,True,83,1,0.4878585355624983,9.26931217568747,48.78585355624983,Medium,Proactive retention outreach
A-832ec2,Company_19,FinTech,UK,2023-11-19,event,Pro,6.0,0.0,0.0,True,425,3.0,4.0,0.3333333333333333,True,False,316,0,0.3749279848439699,0.0,37.492798484396985,Medium,Priority support intervention
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21.0,0.0,0.0,True,317,7.0,4.333333333333333,0.0,True,False,165,1,0.4046714330111828,0.0,40.46714330111828,Medium,Proactive retention outreach
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,35.0,0.0,0.0,True,585,5.0,4.0,0.0,True,True,337,0,0.3559140352362169,0.0,35.59140352362169,Medium,Proactive retention outreach
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Pro,70.0,0.0,0.0,True,414,4.0,3.0,0.25,True,True,278,0,0.3158221104288223,0.0,31.58221104288223,Medium,Customer satisfaction outreach
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9.0,0.0,0.0,True,432,4.0,3.0,0.0,False,False,28,0,0.4480427233504674,0.0,44.80427233504674,Medium,Customer satisfaction outreach
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Pro,4.0,0.0,0.0,True,738,4.0,3.0,0.5,True,False,380,0,0.3631909856233834,0.0,36.31909856233834,Medium,Priority support intervention
A-692f18,Company_195,EdTech,US,2024-03-28,other,Pro,9.0,0.0,0.0,True,776,1.0,5.0,0.0,True,True,186,1,0.3451738203090553,0.0,34.51738203090554,Medium,Proactive retention outreach
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Enterprise,9.0,0.0,0.0,True,501,3.0,4.0,0.0,False,True,56,1,0.4614657268909035,0.0,46.14657268909035,Medium,Proactive retention outreach
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Basic,16.0,0.0,0.0,True,280,3.0,3.5,0.0,False,False,56,0,0.323061255045196,0.0,32.306125504519606,Medium,Proactive retention outreach
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,45.0,0.0,0.0,True,373,4.0,3.75,0.25,False,False,44,1,0.4101602667833677,0.0,41.01602667833677,Medium,Proactive retention outreach
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Pro,6.0,0.0,0.0,True,406,3.0,5.0,0.0,False,False,212,0,0.3942558117543263,0.0,39.42558117543263,Medium,Proactive retention outreach
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Enterprise,12.0,0.0,0.0,True,427,2.0,4.0,0.0,True,False,61,0,0.3270377247022312,0.0,32.70377247022312,Medium,Proactive retention outreach
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Enterprise,10.0,0.0,0.0,True,351,2.0,4.0,0.0,True,True,195,0,0.3086214355482049,0.0,30.86214355482049,Medium,Proactive retention outreach
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44.0,0.0,0.0,True,624,3.0,4.5,0.3333333333333333,False,False,186,0,0.4414058156747438,0.0,44.14058156747439,Medium,Priority support intervention
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50.0,0.0,0.0,True,591,6.0,3.2,0.0,False,False,384,1,0.3700077398653983,0.0,37.00077398653983,Medium,Proactive retention outreach
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Pro,25.0,0.0,0.0,True,537,2.0,3.0,0.0,False,False,297,0,0.4558914446099901,0.0,45.58914446099901,Medium,Customer satisfaction outreach
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Enterprise,11.0,0.0,0.0,True,880,3.0,4.0,0.0,True,False,457,0,0.3591274902657328,0.0,35.91274902657328,Medium,Proactive retention outreach
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Basic,3.0,0.0,0.0,True,617,3.0,4.333333333333333,0.0,True,False,332,0,0.333843059660727,0.0,33.3843059660727,Medium,Proactive retention outreach
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45.0,0.0,0.0,True,318,5.0,4.0,0.0,False,False,147,1,0.4079303102805462,0.0,40.79303102805462,Medium,Proactive retention outreach
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,20.0,0.0,0.0,True,647,4.0,5.0,0.0,False,False,103,0,0.4753416775232337,0.0,47.53416775232337,Medium,Proactive retention outreach
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,17.0,0.0,0.0,True,236,7.0,4.6,0.0,False,False,141,1,0.3295351927322527,0.0,32.95351927322527,Medium,Proactive retention outreach
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,67.0,0.0,0.0,True,446,3.0,5.0,0.0,True,False,154,0,0.3202106661772945,0.0,32.02106661772945,Medium,Proactive retention outreach
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47.0,0.0,0.0,True,615,2.0,3.0,0.0,True,True,206,0,0.388695666668465,0.0,38.8695666668465,Medium,Customer satisfaction outreach
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Basic,23.0,0.0,0.0,True,608,5.0,4.333333333333333,0.0,True,True,218,0,0.315969011408686,0.0,31.596901140868606,Medium,Proactive retention outreach
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,19.0,0.0,0.0,True,311,6.0,3.6666666666666665,0.0,False,False,211,0,0.4434374467268601,0.0,44.343744672686014,Medium,Proactive retention outreach
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Enterprise,93.0,18507.0,222084.0,False,433,1.0,3.0,0.0,False,False,86,0,0.2442491580826356,4520.319168635338,24.424915808263567,Low,Customer satisfaction outreach
A-5a215a,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87.0,17313.0,207756.0,False,709,3.0,4.0,0.0,True,False,269,0,0.2159804885366099,3739.2701980343286,21.598048853661,Low,Proactive retention outreach
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Enterprise,64.0,12736.0,152832.0,False,478,6.0,4.4,0.0,True,True,421,0,0.2934559105677815,3737.454476991265,29.345591056778147,Low,Proactive retention outreach
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70.0,13930.0,167160.0,False,511,2.0,4.5,0.5,False,False,19,1,0.253260605293015,3527.9202317316995,25.326060529301504,Low,Priority support intervention
A-c58f49,Company_480,EdTech,US,2024-07-31,other,Enterprise,70.0,13930.0,167160.0,False,319,3.0,5.0,0.3333333333333333,False,False,61,0,0.2353662815003994,3278.6523013005644,23.536628150039945,Low,Priority support intervention
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Enterprise,73.0,14527.0,174324.0,False,754,3.0,4.0,0.0,True,False,380,0,0.2239466763295806,3253.2733670398184,22.39466763295807,Low,Proactive retention outreach
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Enterprise,64.0,12736.0,152832.0,False,416,2.0,4.0,0.5,False,True,151,0,0.2513661386391239,3201.3991417078823,25.136613863912395,Low,Priority support intervention
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Enterprise,60.0,11940.0,143280.0,False,436,5.0,3.6666666666666665,0.0,False,True,283,0,0.2585873073582148,3087.5324498570853,25.858730735821485,Low,Proactive retention outreach
A-ccb686,Company_491,DevTools,US,2024-01-22,other,Enterprise,53.0,10547.0,126564.0,False,560,1.0,4.0,0.0,True,True,252,1,0.2874200506692175,3031.419274408237,28.74200506692176,Low,Proactive retention outreach
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Enterprise,61.0,12139.0,145668.0,False,403,5.0,3.5,0.0,False,False,414,0,0.245563982773958,2980.901186893077,24.556398277395804,Low,Proactive retention outreach
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Enterprise,59.0,11741.0,140892.0,False,387,5.0,3.5,0.0,True,False,403,0,0.2324198489033007,2728.8414459736537,23.24198489033007,Low,Proactive retention outreach
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Enterprise,44.0,8756.0,105072.0,False,604,3.0,4.0,0.0,True,False,336,1,0.2965601904285213,2596.6810273921324,29.65601904285213,Low,Proactive retention outreach
A-c16b88,Company_431,HealthTech,US,2023-12-02,event,Enterprise,45.0,8955.0,107460.0,False,447,3.0,3.0,0.0,False,False,303,0,0.2884129083567127,2582.7375943343623,28.84129083567127,Low,Customer satisfaction outreach
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50.0,9950.0,119400.0,False,406,2.0,4.0,0.0,False,False,198,0,0.2388849177162346,2376.9049312765346,23.888491771623464,Low,Proactive retention outreach
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Enterprise,70.0,13930.0,167160.0,False,504,3.0,5.0,0.0,False,False,393,0,0.1520244432590308,2117.7004945983,15.202444325903086,Low,Proactive retention outreach
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48.0,9552.0,114624.0,False,495,3.0,4.666666666666667,0.3333333333333333,True,False,244,0,0.2116829197252894,2021.995249215965,21.168291972528948,Low,Priority support intervention
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,34.0,6766.0,81192.0,False,509,5.0,4.6,0.2,True,False,346,1,0.2949049174579871,1995.3266715207403,29.490491745798707,Low,Proactive retention outreach
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56.0,11144.0,133728.0,False,405,2.0,5.0,0.0,True,True,423,0,0.1677638605104988,1869.5604615289997,16.776386051049887,Low,Proactive retention outreach
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,35.0,6965.0,83580.0,False,411,3.0,3.0,0.0,False,False,172,1,0.2644395806253369,1841.821679055472,26.443958062533696,Low,Customer satisfaction outreach
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32.0,6368.0,76416.0,False,202,6.0,4.666666666666667,0.0,False,False,192,1,0.2668008999959346,1698.988131174112,26.680089999593463,Low,Proactive retention outreach
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Enterprise,32.0,6368.0,76416.0,False,350,1.0,,0.0,False,False,143,1,0.249390230089166,1588.116985207809,24.9390230089166,Low,Proactive retention outreach
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Enterprise,32.0,6368.0,76416.0,False,524,1.0,,0.0,True,False,135,0,0.2410585381946645,1535.0607712236238,24.105853819466454,Low,Proactive retention outreach
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Enterprise,25.0,4975.0,59700.0,False,301,5.0,4.333333333333333,0.0,False,False,415,0,0.298532064640144,1485.1970215847166,29.8532064640144,Low,Proactive retention outreach
A-970c97,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,28.0,5572.0,66864.0,False,366,1.0,5.0,0.0,False,True,213,0,0.2622635209067186,1461.3323384922362,26.226352090671863,Low,Proactive retention outreach
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Pro,163.0,7987.0,95844.0,False,214,4.0,3.0,0.0,True,False,174,0,0.1767432592542587,1411.6484116637646,17.674325925425872,Low,Customer satisfaction outreach
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Enterprise,41.0,8159.0,97908.0,False,413,4.0,3.6666666666666665,0.0,True,False,516,0,0.1654743969298517,1350.10560455066,16.54743969298517,Low,Proactive retention outreach
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28.0,5572.0,66864.0,False,676,3.0,,0.0,False,False,394,1,0.2385610054963505,1329.2619226256654,23.856100549635052,Low,Proactive retention outreach
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Enterprise,28.0,5572.0,66864.0,False,462,4.0,4.0,0.0,True,False,321,0,0.237336117872015,1322.436848782868,23.733611787201507,Low,Proactive retention outreach
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,36.0,7164.0,85968.0,False,463,4.0,3.0,0.0,False,False,536,0,0.1842075488749939,1319.6628801404568,18.420754887499395,Low,Customer satisfaction outreach
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31.0,6169.0,74028.0,False,465,5.0,4.5,0.0,False,False,314,0,0.2010790227095063,1240.4564910949448,20.107902270950635,Low,Proactive retention outreach
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Enterprise,41.0,8159.0,97908.0,False,413,2.0,3.0,0.0,True,False,504,1,0.1497811646577887,1222.064522442898,14.978116465778871,Low,Customer satisfaction outreach
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Enterprise,27.0,5373.0,64476.0,False,410,2.0,4.0,0.0,False,True,264,0,0.2271494638672485,1220.4740693587264,22.71494638672485,Low,Proactive retention outreach
A-d77f4c,Company_470,DevTools,US,2023-09-25,partner,Enterprise,22.0,4378.0,52536.0,False,563,2.0,4.0,0.0,True,True,371,1,0.2761609305373787,1209.032553892644,27.616093053737877,Low,Proactive retention outreach
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-11,organic,Enterprise,21.0,4179.0,50148.0,False,135,6.0,4.5,0.0,False,True,111,0,0.2714137836165896,1134.238201733728,27.14137836165896,Low,Product adoption outreach
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Enterprise,19.0,3781.0,45372.0,False,335,6.0,4.333333333333333,0.0,True,True,362,0,0.2965562983013414,1121.279363877372,29.65562983013414,Low,Proactive retention outreach
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Enterprise,26.0,5174.0,62088.0,False,132,4.0,4.0,0.25,True,False,304,0,0.212674658076957,1100.378680890176,21.267465807695707,Low,Product adoption outreach
A-55f257,Company_496,FinTech,US,2023-12-21,organic,Enterprise,21.0,4179.0,50148.0,False,364,6.0,5.0,0.0,True,False,284,0,0.2614165390400578,1092.4597166484018,26.141653904005786,Low,Proactive retention outreach
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Enterprise,20.0,3980.0,47760.0,False,325,7.0,3.4,0.0,True,False,609,0,0.2474454515296251,984.832897087908,24.744545152962512,Low,Proactive retention outreach
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Pro,92.0,4508.0,54096.0,False,612,2.0,4.0,0.0,False,False,187,0,0.2163860884687335,975.4684868170508,21.638608846873357,Low,Proactive retention outreach
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Enterprise,17.0,3383.0,40596.0,False,654,1.0,3.0,0.0,True,False,507,0,0.2748179114815776,929.7089945421772,27.481791148157765,Low,Customer satisfaction outreach
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,60.0,2940.0,35280.0,False,357,6.0,3.333333333333333,0.1666666666666666,True,True,382,0,0.2878524784510641,846.2862866461286,28.78524784510641,Low,Proactive retention outreach
A-508199,Company_208,FinTech,AU,2024-01-28,event,Enterprise,19.0,3781.0,45372.0,False,183,3.0,3.0,0.0,False,False,246,0,0.2228260912017859,842.5054508339526,22.28260912017859,Low,Customer satisfaction outreach
A-a2485e,Company_467,FinTech,US,2024-08-04,event,Pro,68.0,3332.0,39984.0,False,267,0.0,,0.0,False,True,57,0,0.2469777247873901,822.929778991584,24.69777247873901,Low,Proactive retention outreach
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Pro,68.0,3332.0,39984.0,False,546,4.0,4.0,0.0,False,False,232,0,0.2469538232330287,822.8501390124517,24.695382323302876,Low,Proactive retention outreach
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,45.0,8955.0,107460.0,False,317,2.0,4.0,0.0,False,False,568,0,0.0871768649499244,780.6688256265738,8.71768649499245,Low,Proactive retention outreach
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,31.0,6169.0,74028.0,False,477,1.0,4.0,1.0,True,True,515,0,0.1164531243908889,718.3993243673939,11.645312439088894,Low,Priority support intervention
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Pro,64.0,3136.0,37632.0,False,340,3.0,3.333333333333333,0.0,True,False,146,1,0.2238498699997547,701.993192319231,22.384986999975474,Low,Proactive retention outreach
A-6dee43,Company_478,FinTech,UK,2023-08-12,other,Pro,55.0,2695.0,32340.0,False,437,4.0,4.333333333333333,0.0,True,False,415,0,0.2546830251364265,686.3707527426694,25.468302513642648,Low,Proactive retention outreach
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,14.0,2786.0,33432.0,False,471,3.0,4.333333333333333,0.0,False,True,469,0,0.2462290527900352,685.9941410730381,24.62290527900352,Low,Proactive retention outreach
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,18.0,3582.0,42984.0,False,273,3.0,5.0,0.3333333333333333,True,True,327,0,0.1907082129520108,683.1168187941028,19.07082129520108,Low,Priority support intervention
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49.0,9751.0,117012.0,False,308,4.0,4.0,0.0,True,True,559,0,0.0672989118479023,656.231689428896,6.729891184790236,Low,Proactive retention outreach
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,49.0,2401.0,28812.0,False,311,5.0,3.8,0.6,False,False,206,0,0.2642603772801322,634.4891658495975,26.426037728013224,Low,Priority support intervention
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Enterprise,12.0,2388.0,28656.0,False,496,1.0,4.0,0.0,False,False,360,0,0.2424301544232709,578.9232087627711,24.243015442327096,Low,Proactive retention outreach
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,17.0,3383.0,40596.0,False,555,4.0,4.0,0.0,True,False,488,0,0.1638964337436652,554.4616353548196,16.38964337436653,Low,Proactive retention outreach
A-e7beab,Company_458,EdTech,DE,2023-10-20,organic,Pro,57.0,2793.0,33516.0,False,356,6.0,4.0,0.0,False,False,346,0,0.1942064419043945,542.418592238974,19.420644190439457,Low,Proactive retention outreach
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Pro,92.0,4508.0,54096.0,False,439,0.0,,0.0,True,False,170,0,0.1147109735713104,517.1170688594676,11.471097357131049,Low,Proactive retention outreach
A-712533,Company_498,EdTech,US,2023-07-31,organic,Enterprise,18.0,3582.0,42984.0,False,480,3.0,3.6666666666666665,0.0,False,False,427,0,0.1417457565894561,507.73330010343193,14.174575658945615,Low,Proactive retention outreach
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Enterprise,31.0,6169.0,74028.0,False,255,0.0,,0.0,False,False,486,0,0.0820696634670603,506.2877539282951,8.20696634670603,Low,Proactive retention outreach
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13.0,2587.0,31044.0,False,391,4.0,3.0,0.0,True,True,524,1,0.1907368394632434,493.4362036914108,19.073683946324344,Low,Customer satisfaction outreach
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,52.0,10348.0,124176.0,False,346,3.0,5.0,0.0,False,False,545,0,0.0465275128907503,481.466703393485,4.652751289075038,Low,Proactive retention outreach
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12.0,2388.0,28656.0,False,361,1.0,5.0,0.0,True,True,220,1,0.1942571839036393,463.88615516189066,19.42571839036393,Low,Proactive retention outreach
A-ed510f,Company_361,Cybersecurity,IN,2023-01-17,partner,Pro,42.0,2058.0,24696.0,False,399,9.0,4.0,0.0,True,False,622,0,0.2163405483474617,445.22884849907626,21.634054834746173,Low,Proactive retention outreach
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Pro,32.0,1568.0,18816.0,False,466,3.0,3.5,0.0,True,False,268,0,0.2669790029992793,418.6230767028701,26.69790029992793,Low,Proactive retention outreach
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Pro,36.0,1764.0,21168.0,False,180,5.0,,0.2,True,False,335,0,0.2343215490695544,413.34321255869406,23.432154906955446,Low,Product adoption outreach
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Pro,39.0,1911.0,22932.0,False,273,4.0,4.0,0.0,True,True,385,1,0.2126071390764768,406.2922427751472,21.260713907647684,Low,Proactive retention outreach
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7.0,1393.0,16716.0,False,484,4.0,4.0,0.0,False,False,338,0,0.2888487082764205,402.36625062905387,28.884870827642057,Low,Proactive retention outreach
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,29.0,1421.0,17052.0,False,277,3.0,4.0,0.0,False,False,133,0,0.2724137345739292,387.0999168295534,27.24137345739292,Low,Proactive retention outreach
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Enterprise,11.0,2189.0,26268.0,False,469,3.0,5.0,0.0,True,False,431,0,0.1768173157035611,387.0531040750953,17.681731570356114,Low,Proactive retention outreach
