account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,current_mrr,current_arr,is_trial,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,tenure_days,churn_target,churn_probability,revenue_at_risk,churn_probability_percent
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Pro,36.0,1764.0,21168.0,False,180,5.0,,0.2,True,False,335,0,0.23432154906955446,413.34321255869406,23.432154906955446
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Pro,39.0,1911.0,22932.0,False,273,4.0,4.0,0.0,True,True,385,1,0.21260713907647683,406.2922427751472,21.260713907647684
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Basic,36.0,684.0,8208.0,False,524,8.0,4.4,0.0,False,False,24,0,0.5907706653152189,404.08713507560975,59.07706653152189
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7.0,1393.0,16716.0,False,484,4.0,4.0,0.0,False,False,338,0,0.28884870827642056,402.36625062905387,28.884870827642057
A-ac85cd,Company_485,EdTech,US,2024-07-31,partner,Basic,53.0,1007.0,12084.0,False,527,3.0,3.5,0.0,False,False,61,1,0.39734407333449673,400.1254818478382,39.734407333449674
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,29.0,1421.0,17052.0,False,277,3.0,4.0,0.0,False,False,133,0,0.2724137345739292,387.0999168295534,27.24137345739292
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Enterprise,11.0,2189.0,26268.0,False,469,3.0,5.0,0.0,True,False,431,0,0.17681731570356113,387.0531040750953,17.681731570356114
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,21.0,1029.0,12348.0,False,456,1.0,3.0,0.0,False,False,124,0,0.374976153898373,385.85046236142585,37.4976153898373
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Enterprise,44.0,8756.0,105072.0,False,333,3.0,5.0,0.3333333333333333,True,False,556,0,0.04334591076219618,379.5367946337898,4.334591076219619
A-b20d99,Company_29,HealthTech,IN,2023-09-27,other,Pro,27.0,1323.0,15876.0,False,329,2.0,3.5,0.0,False,False,369,0,0.28357843012056577,375.1742630495085,28.357843012056577
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Pro,35.0,1715.0,20580.0,False,722,2.0,,0.0,True,False,588,0,0.21581040938011273,370.11485208689334,21.581040938011274
A-c42f1f,Company_21,HealthTech,US,2024-07-28,other,Pro,11.0,539.0,6468.0,False,321,9.0,4.0,0.1111111111111111,False,False,64,0,0.67916181501519,366.06821829318744,67.916181501519
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41.0,779.0,9348.0,False,417,4.0,3.25,0.0,False,False,158,0,0.4647848663392424,362.0674108782698,46.478486633924234
A-331424,Company_246,DevTools,US,2023-11-06,organic,Enterprise,11.0,2189.0,26268.0,False,194,2.0,,0.0,False,False,329,0,0.16329642477579967,357.4558738342255,16.329642477579966
A-30b4ca,Company_23,EdTech,IN,2024-05-20,organic,Basic,86.0,1634.0,19608.0,False,370,3.0,4.0,0.0,False,False,133,0,0.2170351564903761,354.63544570527455,21.703515649037612
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41.0,779.0,9348.0,False,570,1.0,4.0,0.0,False,False,12,1,0.45428648417895506,353.889171175406,45.42864841789551
A-ce66f8,Company_17,EdTech,CA,2023-08-23,event,Pro,29.0,1421.0,17052.0,False,434,5.0,3.0,0.0,False,False,404,0,0.24654905743323807,350.3462106126313,24.65490574332381
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Enterprise,23.0,4577.0,54924.0,False,455,1.0,,0.0,False,False,587,0,0.07444654722813614,340.7418466631791,7.444654722813613
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Pro,14.0,686.0,8232.0,False,556,3.0,3.0,0.0,False,False,95,0,0.4963481704291556,340.49484491440074,49.63481704291556
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,19.0,3781.0,45372.0,False,320,2.0,,0.0,False,False,444,0,0.08994806986105328,340.0936521446424,8.994806986105328
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,26.0,1274.0,15288.0,False,591,2.0,5.0,0.5,True,False,306,0,0.2669007349401422,340.0315363137412,26.69007349401422
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Pro,18.0,882.0,10584.0,False,144,2.0,4.0,0.0,False,False,37,1,0.38064183931933127,335.72610227965015,38.06418393193313
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Basic,86.0,1634.0,19608.0,False,156,1.0,4.0,0.0,False,False,177,0,0.20221973385530614,330.42704511957027,20.221973385530614
A-6e7827,Company_372,DevTools,US,2023-03-26,other,Enterprise,11.0,2189.0,26268.0,False,370,1.0,3.0,0.0,True,False,554,0,0.14970838132899972,327.71164672918036,14.970838132899972
A-35083d,Company_27,HealthTech,IN,2023-04-28,partner,Pro,25.0,1225.0,14700.0,False,674,4.0,5.0,0.0,True,False,521,0,0.266966763864061,327.0342857334747,26.6966763864061
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Pro,16.0,784.0,9408.0,False,332,5.0,3.75,0.0,False,False,327,1,0.4129267751728281,323.73459173549725,41.29267751728281
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Pro,33.0,1617.0,19404.0,False,613,3.0,4.0,0.0,True,True,487,0,0.200204197802465,323.7301878465859,20.020419780246502
A-0e966d,Company_493,FinTech,IN,2024-06-25,ads,Pro,13.0,637.0,7644.0,False,517,2.0,5.0,0.5,False,False,97,0,0.5064826458596787,322.6294454126153,50.64826458596787
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Pro,46.0,2254.0,27048.0,False,321,2.0,3.5,0.0,True,True,568,1,0.1429223218072597,322.1469133535634,14.29223218072597
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Basic,30.0,570.0,6840.0,False,603,4.0,3.75,0.25,False,False,63,1,0.5590621247998984,318.66541113594207,55.90621247998983
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,29.0,551.0,6612.0,False,683,3.0,4.0,0.0,True,False,163,0,0.5753163355484762,316.9993008872104,57.531633554847616
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Basic,37.0,703.0,8436.0,False,553,2.0,4.0,0.0,False,False,71,0,0.4458838566300727,313.4563512109411,44.588385663007266
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Basic,33.0,627.0,7524.0,False,552,1.0,4.0,0.0,False,False,16,0,0.48264351511246223,302.61748397551384,48.264351511246225
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,27.0,513.0,6156.0,False,760,4.0,4.5,0.0,False,False,107,1,0.584878850832863,300.0428504772587,58.487885083286294
A-068fc6,Company_465,EdTech,US,2023-07-17,event,Pro,35.0,1715.0,20580.0,False,525,5.0,4.333333333333333,0.0,True,False,441,0,0.17467946559334488,299.5752834925865,17.46794655933449
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,35.0,665.0,7980.0,False,941,2.0,5.0,0.0,False,False,5,1,0.44784085305607196,297.8141672822879,44.7840853056072
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Pro,32.0,1568.0,18816.0,False,557,3.0,4.0,0.0,True,False,515,1,0.18880121829086075,296.04031028006966,18.880121829086075
A-089363,Company_387,FinTech,AU,2023-05-06,event,Enterprise,10.0,1990.0,23880.0,False,545,3.0,3.6666666666666665,0.0,True,False,513,0,0.14860026772542817,295.71453277360206,14.860026772542817
A-54d94a,Company_385,Cybersecurity,IN,2023-05-01,event,Pro,27.0,1323.0,15876.0,False,519,4.0,3.5,0.0,True,True,518,0,0.21829614814065337,288.8058039900844,21.829614814065337
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40.0,1960.0,23520.0,False,353,1.0,,0.0,False,False,185,0,0.14601290314990675,286.18529017381724,14.601290314990676
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Basic,19.0,361.0,4332.0,False,423,7.0,3.0,0.0,False,False,5,1,0.7809160180894278,281.91068253028345,78.09160180894278
A-781cc0,Company_499,EdTech,US,2024-09-04,organic,Basic,34.0,646.0,7752.0,False,719,3.0,4.0,0.0,True,False,26,1,0.4348885038726373,280.93797350172366,43.488850387263724
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,29.0,551.0,6612.0,False,819,2.0,4.0,0.0,True,False,83,0,0.4963752975550091,273.50278895281,49.63752975550091
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Enterprise,41.0,8159.0,97908.0,False,364,0.0,,0.0,True,False,610,0,0.03331358127226878,271.805509600441,3.3313581272268777
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,partner,Pro,12.0,588.0,7056.0,False,550,4.0,4.0,0.0,False,False,147,0,0.4586192553834798,269.6681221654861,45.86192553834798
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Basic,58.0,1102.0,13224.0,False,372,5.0,3.4,0.2,True,False,179,0,0.24233983848070012,267.05850200573155,24.23398384807001
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Basic,29.0,551.0,6612.0,False,687,2.0,,0.0,True,False,98,1,0.4793841782643017,264.1406822236302,47.93841782643017
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Enterprise,15.0,2985.0,35820.0,False,284,4.0,4.0,0.0,True,False,600,0,0.08832596481861421,263.6530049835634,8.83259648186142
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,28.0,1372.0,16464.0,False,127,3.0,4.5,0.0,False,False,198,0,0.18852430026586597,258.65533996476813,18.852430026586596
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Basic,33.0,627.0,7524.0,False,251,2.0,4.0,0.0,False,False,6,1,0.40822039736465804,255.9541891476406,40.822039736465804
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22,partner,Pro,49.0,2401.0,28812.0,False,162,6.0,4.25,0.0,True,True,558,0,0.10604506885761092,254.61421032712383,10.604506885761092
A-8ae3fc,Company_495,DevTools,CA,2024-06-28,ads,Pro,9.0,441.0,5292.0,False,349,4.0,3.5,0.0,False,False,94,0,0.5665916980986029,249.86693886148387,56.65916980986029
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Pro,18.0,882.0,10584.0,False,317,3.0,4.0,0.0,True,False,410,0,0.2792016579467303,246.25586230901612,27.92016579467303
A-6f50ae,Company_466,FinTech,US,2023-09-21,partner,Pro,19.0,931.0,11172.0,False,691,2.0,5.0,0.0,False,True,375,0,0.2644612701208363,246.2134424824986,26.446127012083632
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Basic,37.0,703.0,8436.0,False,472,4.0,3.5,0.0,True,True,340,0,0.3491994453243898,245.48721006304604,34.919944532438976
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Pro,25.0,1225.0,14700.0,False,590,4.0,3.6666666666666665,0.25,True,True,510,0,0.1935122117642204,237.05245941117,19.35122117642204
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Enterprise,7.0,1393.0,16716.0,False,775,3.0,4.0,0.3333333333333333,False,True,611,0,0.16661813388301724,232.09906049904302,16.661813388301724
A-180abf,Company_122,DevTools,US,2023-08-14,event,Basic,64.0,1216.0,14592.0,False,453,3.0,3.0,0.0,True,False,413,0,0.19080923673198052,232.0240318660883,19.080923673198054
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Pro,34.0,1666.0,19992.0,False,201,3.0,3.5,0.0,True,False,511,0,0.13881709698130607,231.26928357085592,13.881709698130607
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Pro,15.0,735.0,8820.0,False,755,2.0,,0.0,True,False,436,0,0.3085025979046364,226.74940945990775,30.850259790463642
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Basic,44.0,836.0,10032.0,False,672,3.0,,0.0,False,True,407,0,0.27078921777243853,226.37978605775862,27.078921777243853
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Enterprise,3.0,597.0,7164.0,False,414,4.0,3.5,0.0,False,True,401,0,0.3760738887771607,224.51611159996494,37.60738887771607
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Pro,13.0,637.0,7644.0,False,227,4.0,4.5,0.0,False,True,89,1,0.34689210787270236,220.9702727149114,34.689210787270234
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21.0,399.0,4788.0,False,639,4.0,4.666666666666667,0.0,False,False,82,0,0.5531426785579239,220.70392874461163,55.31426785579239
A-1e50e0,Company_415,Cybersecurity,DE,2023-02-21,other,Enterprise,19.0,3781.0,45372.0,False,175,0.0,,0.0,True,False,587,0,0.05797881155665803,219.217886495724,5.797881155665803
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Basic,46.0,874.0,10488.0,False,431,4.0,4.0,0.0,True,False,317,0,0.25039546384499606,218.84563540052656,25.039546384499605
A-600734,Company_327,DevTools,US,2023-11-14,organic,Basic,29.0,551.0,6612.0,False,586,7.0,3.6666666666666665,0.1428571428571428,True,False,321,0,0.39623487625665804,218.32541681741858,39.6234876256658
A-1f0636,Company_368,EdTech,AU,2024-01-01,partner,Basic,105.0,1995.0,23940.0,False,567,2.0,3.5,0.0,True,False,273,0,0.10821730457687631,215.89352263086823,10.82173045768763
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11.0,539.0,6468.0,False,397,5.0,4.0,0.0,False,False,279,1,0.3895865337840739,209.98714170961583,38.95865337840739
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,13.0,637.0,7644.0,False,286,6.0,3.6666666666666665,0.0,True,False,331,0,0.3294759446073477,209.87617671488047,32.94759446073477
A-ad3abd,Company_410,FinTech,US,2023-03-03,event,Pro,44.0,2156.0,25872.0,False,257,2.0,3.0,0.0,False,False,577,0,0.09493622238001378,204.68249545130973,9.493622238001379
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31.0,589.0,7068.0,False,556,6.0,5.0,0.1666666666666666,False,True,283,0,0.34687205582825564,204.30764088284258,34.68720558282556
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Pro,52.0,2548.0,30576.0,False,305,2.0,3.5,0.0,False,True,612,0,0.07957417323286611,202.75499339734284,7.957417323286611
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,41.0,779.0,9348.0,False,449,1.0,,0.0,False,False,178,0,0.25922680689914473,201.93768257443375,25.922680689914472
A-c4ea60,Company_18,FinTech,DE,2023-03-09,other,Pro,18.0,882.0,10584.0,False,366,5.0,3.6,0.0,False,True,571,0,0.22712069834436444,200.32045593972944,22.712069834436445
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,33.0,627.0,7524.0,False,226,2.0,4.0,0.0,False,False,4,1,0.3157725237625116,197.98937239909475,31.57725237625116
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Pro,15.0,735.0,8820.0,False,565,4.0,4.0,0.0,True,False,443,1,0.2683979071875977,197.2724617828843,26.839790718759772
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Basic,22.0,418.0,5016.0,False,352,5.0,4.0,0.0,False,False,108,1,0.46593752839873553,194.76188687067145,46.59375283987355
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,6.0,1194.0,14328.0,False,400,2.0,4.0,0.0,False,False,513,0,0.15831472879805014,189.02778618487187,15.831472879805014
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,18.0,342.0,4104.0,False,472,4.0,4.0,0.0,True,False,74,1,0.5496460605205934,187.97895269804295,54.96460605205934
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,10.0,490.0,5880.0,False,457,5.0,4.25,0.2,True,False,190,1,0.38096178854662893,186.67127638784817,38.096178854662895
A-7641d3,Company_429,EdTech,US,2023-02-16,partner,Pro,61.0,2989.0,35868.0,False,449,4.0,5.0,0.5,False,True,592,0,0.062329521006308064,186.3029382878548,6.232952100630806
A-f19409,Company_105,DevTools,US,2023-03-16,other,Pro,23.0,1127.0,13524.0,False,556,2.0,,0.0,True,False,564,0,0.16351855058495413,184.2854065092433,16.351855058495413
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23.0,437.0,5244.0,False,301,9.0,4.6,0.0,True,False,247,0,0.4154106824422262,181.53446822725283,41.541068244222615
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,14.0,686.0,8232.0,False,603,2.0,4.0,0.0,True,False,514,0,0.26340634812133334,180.69675481123468,26.340634812133334
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Basic,61.0,1159.0,13908.0,False,420,5.0,4.333333333333333,0.0,False,False,577,1,0.15559994595292648,180.34033735944178,15.559994595292647
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,8.0,392.0,4704.0,False,723,3.0,3.0,0.0,False,False,248,1,0.45936393742272214,180.07066346970709,45.936393742272216
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,23.0,1127.0,13524.0,False,883,1.0,4.0,0.0,True,True,546,0,0.15964784507733581,179.92312140215748,15.964784507733581
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Basic,38.0,722.0,8664.0,False,336,2.0,3.0,0.0,False,False,207,0,0.24596799085968135,177.58888940068994,24.596799085968136
A-bc87bc,Company_456,FinTech,US,2024-07-17,event,Basic,18.0,342.0,4104.0,False,325,5.0,3.5,0.0,False,False,75,0,0.5192013061169671,177.56684669200277,51.92013061169671
A-94c3cd,Company_351,FinTech,CA,2023-09-20,other,Basic,45.0,855.0,10260.0,False,274,4.0,3.5,0.25,False,False,376,0,0.20617252662604868,176.27751026527162,20.61725266260487
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12.0,588.0,7056.0,False,202,2.0,5.0,0.0,False,False,220,0,0.2997750238059266,176.26771399788484,29.977502380592657
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Basic,28.0,532.0,6384.0,False,308,3.0,3.0,0.0,False,False,144,0,0.33010718823985463,175.61702414360266,33.010718823985464
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19.0,361.0,4332.0,False,589,2.0,3.5,0.0,False,False,35,0,0.48592275148679553,175.4181132867332,48.592275148679555
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Basic,22.0,418.0,5016.0,False,410,4.0,4.0,0.0,True,True,113,1,0.41901856658370223,175.14976083198752,41.90185665837022
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Basic,34.0,646.0,7752.0,False,243,8.0,4.166666666666667,0.0,False,False,279,0,0.26956187108118534,174.13696871844573,26.956187108118534
A-0dbdc6,Company_366,Cybersecurity,DE,2023-02-12,other,Pro,30.0,1470.0,17640.0,False,451,3.0,,0.0,False,False,596,0,0.1183955816225287,174.04150498511717,11.83955816225287
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8.0,392.0,4704.0,False,489,4.0,4.5,0.0,False,True,176,0,0.44284591648899785,173.59559926368715,44.284591648899784
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,56.0,2744.0,32928.0,False,167,1.0,,0.0,False,False,377,0,0.06145606514064196,168.63544274592155,6.1456065140641964
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23.0,437.0,5244.0,False,488,5.0,4.0,0.2,True,True,160,0,0.3825448430204844,167.1720963999517,38.25448430204844
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16.0,784.0,9408.0,False,264,4.0,5.0,0.25,True,False,262,0,0.20960924743079512,164.33364998574336,20.960924743079513
A-cc8c8f,Company_482,DevTools,US,2024-06-16,ads,Basic,23.0,437.0,5244.0,False,239,2.0,3.5,0.0,True,False,106,0,0.3745215202771853,163.66590436112998,37.45215202771853
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11.0,539.0,6468.0,False,354,4.0,4.666666666666667,0.0,True,False,192,0,0.3034754991976208,163.5732940675176,30.34754991976208
A-5f7781,Company_483,DevTools,US,2024-08-20,other,Basic,22.0,418.0,5016.0,False,169,2.0,4.0,0.0,True,False,41,1,0.3878183347765796,162.10806393661028,38.78183347765796
A-4a4c2d,Company_473,DevTools,US,2023-05-02,event,Basic,54.0,1026.0,12312.0,False,533,4.0,4.0,0.0,True,True,517,0,0.15243813874954285,156.40153035703096,15.243813874954284
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Basic,39.0,741.0,8892.0,False,504,5.0,4.333333333333333,0.0,True,False,312,0,0.20849458623614803,154.4944884009857,20.8494586236148
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23.0,1127.0,13524.0,False,334,4.0,4.0,0.0,True,False,411,1,0.13686769192433582,154.24988879872646,13.686769192433582
A-7f8241,Company_42,EdTech,US,2023-03-14,organic,Pro,34.0,1666.0,19992.0,False,616,1.0,3.0,0.0,True,False,566,0,0.09255734066586437,154.20052954933004,9.255734066586436
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,ads,Basic,111.0,2109.0,25308.0,False,544,4.0,4.0,0.0,True,False,513,0,0.07184303420765335,151.5169591439409,7.184303420765335
A-50bb9f,Company_373,Cybersecurity,US,2024-07-12,organic,Pro,7.0,343.0,4116.0,False,255,7.0,4.0,0.0,True,False,80,0,0.4392669432293043,150.66856152765138,43.92669432293043
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,16.0,304.0,3648.0,False,456,3.0,5.0,0.0,True,True,24,1,0.4869875493634848,148.04421500649937,48.69875493634848
A-40de06,Company_369,Cybersecurity,US,2023-05-08,event,Basic,60.0,1140.0,13680.0,False,756,3.0,4.0,0.0,True,False,511,0,0.12502553105849154,142.52910540668034,12.502553105849154
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9.0,441.0,5292.0,False,468,2.0,5.0,0.0,False,True,249,1,0.31797031779463003,140.22491014743184,31.797031779463005
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Enterprise,9.0,1791.0,21492.0,False,108,6.0,4.75,0.0,True,False,582,0,0.07810338164129021,139.88315651955077,7.810338164129021
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Basic,22.0,418.0,5016.0,False,425,2.0,4.0,0.0,True,False,198,0,0.3345833717998413,139.85584941233367,33.458337179984134
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Basic,29.0,551.0,6612.0,False,387,2.0,5.0,0.0,False,False,133,0,0.25367278163476337,139.7737026807546,25.367278163476335
A-157070,Company_85,FinTech,US,2023-11-09,ads,Basic,27.0,513.0,6156.0,False,623,2.0,,0.5,True,False,326,1,0.2691747843149468,138.0866643535677,26.91747843149468
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Basic,21.0,399.0,4788.0,False,556,1.0,3.0,0.0,False,False,158,1,0.34111455275183533,136.1047065479823,34.11145527518353
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Basic,38.0,722.0,8664.0,False,513,5.0,4.25,0.0,True,True,482,0,0.18749968690215463,135.37477394335565,18.749968690215464
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Pro,6.0,294.0,3528.0,False,455,7.0,4.0,0.0,False,True,345,0,0.44518902848175984,130.88557437363738,44.51890284817598
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Basic,20.0,380.0,4560.0,False,522,6.0,3.333333333333333,0.0,False,True,420,0,0.33454338414137147,127.12648597372116,33.45433841413715
A-bb2f49,Company_356,Cybersecurity,US,2023-05-28,other,Pro,14.0,686.0,8232.0,False,552,3.0,4.0,0.0,True,True,491,0,0.1731972922662123,118.81334249462164,17.31972922662123
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,17.0,833.0,9996.0,False,405,3.0,3.0,0.0,True,False,558,0,0.14092825447987312,117.3932359817343,14.092825447987313
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Basic,55.0,1045.0,12540.0,False,638,1.0,3.0,0.0,True,False,494,1,0.11033939631747143,115.30466915175765,11.033939631747144
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Basic,22.0,418.0,5016.0,False,122,1.0,3.0,0.0,False,False,56,0,0.2723098317820243,113.82550968488614,27.23098317820243
A-ac14bb,Company_15,FinTech,US,2023-09-08,partner,Basic,28.0,532.0,6384.0,False,473,2.0,4.0,0.0,True,False,388,1,0.20647695635201907,109.84574077927415,20.647695635201906
A-ac9111,Company_487,HealthTech,US,2023-08-12,event,Basic,28.0,532.0,6384.0,False,710,3.0,5.0,0.0,False,True,415,0,0.2063495202190267,109.7779447565222,20.63495202190267
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Basic,26.0,494.0,5928.0,False,343,3.0,4.0,0.0,True,True,420,0,0.22094678409148708,109.14771134119462,22.094678409148706
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67.0,1273.0,15276.0,False,259,2.0,4.5,0.0,True,True,336,0,0.08505384241805929,108.27354139818947,8.50538424180593
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Basic,17.0,323.0,3876.0,False,427,4.0,3.0,0.0,True,False,318,0,0.3333110280519734,107.6594620607874,33.33110280519734
A-f17767,Company_123,DevTools,US,2023-01-30,event,Pro,12.0,588.0,7056.0,False,662,3.0,4.0,0.3333333333333333,True,True,609,0,0.1766300387726538,103.85846279832043,17.66300387726538
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Pro,4.0,196.0,2352.0,False,516,2.0,5.0,0.0,True,False,107,1,0.51152586918589,100.25907036043445,51.152586918589
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Basic,23.0,437.0,5244.0,False,490,5.0,4.0,0.0,True,False,459,1,0.2273488376931504,99.35144207190672,22.73488376931504
A-dec005,Company_445,HealthTech,US,2023-10-13,partner,Basic,21.0,399.0,4788.0,False,377,2.0,3.0,0.0,False,False,353,1,0.24882356027091798,99.28060054809627,24.8823560270918
A-659280,Company_417,FinTech,IN,2023-11-17,event,Basic,13.0,247.0,2964.0,False,525,4.0,4.333333333333333,0.0,True,False,318,1,0.40136937989737825,99.13823683465243,40.136937989737824
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5.0,245.0,2940.0,False,683,3.0,,0.0,True,True,359,1,0.40366380059528595,98.89763114584505,40.366380059528595
A-b11cd0,Company_439,DevTools,US,2023-01-20,ads,Pro,26.0,1274.0,15288.0,False,259,3.0,5.0,0.0,False,False,619,0,0.07667366988680273,97.68225543578667,7.667366988680273
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Pro,6.0,294.0,3528.0,False,403,5.0,4.25,0.2,False,False,264,1,0.32065184300794225,94.27164184433502,32.06518430079422
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Basic,17.0,323.0,3876.0,False,390,3.0,3.0,0.0,False,False,354,1,0.29019362496554013,93.73254086386946,29.019362496554013
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Basic,26.0,494.0,5928.0,False,357,2.0,4.5,0.0,False,False,136,0,0.1853292477262406,91.55264837676286,18.53292477262406
A-558c72,Company_438,FinTech,US,2023-06-01,organic,Basic,77.0,1463.0,17556.0,False,246,4.0,4.5,0.25,True,False,487,1,0.06245706025690455,91.37467915585135,6.245706025690454
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Basic,12.0,228.0,2736.0,False,414,5.0,4.0,0.0,False,True,257,0,0.4001773290015835,91.24043101236103,40.01773290015835
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50.0,950.0,11400.0,False,375,3.0,4.5,0.0,False,False,377,0,0.09538658388372434,90.61725468953813,9.538658388372435
